"paragraphnum","charname","speechcount"
916,"Iago",272
464,"Countess",87
479,"Helena",109
480,"Countess",87
481,"Helena",109
488,"Countess",87
489,"Helena",109
495,"Countess",87
514,"Helena",109
515,"Countess",87
516,"Helena",109
517,"Countess",87
518,"Helena",109
519,"Countess",87
523,"Helena",109
624,"Both",2
554,"Helena",109
565,"Countess",87
567,"Helena",109
571,"Countess",87
579,"Helena",109
587,"Countess",87
588,"Helena",109
589,"Countess",87
595,"(stage directions)",126
601,"King of France",87
606,"First Lord",48
609,"King of France",87
619,"Second Lord",57
620,"King of France",87
633,"Parolles",141
634,"Bertram",102
638,"First Lord",48
639,"Parolles",141
640,"Second Lord",57
641,"Bertram",102
642,"First Lord",48
643,"Second Lord",57
644,"Parolles",141
651,"First Lord",48
652,"(stage directions)",126
653,"Parolles",141
654,"Bertram",102
655,"(stage directions)",126
656,"Parolles",141
664,"Bertram",102
665,"Parolles",141
666,"(stage directions)",126
667,"(stage directions)",126
668,"Lafeu",97
669,"King of France",87
670,"Lafeu",97
673,"King of France",87
675,"Lafeu",97
677,"King of France",87
678,"Lafeu",97
687,"King of France",87
880,"Countess",87
688,"Lafeu",97
697,"King of France",87
701,"Lafeu",97
703,"(stage directions)",126
704,"King of France",87
705,"(stage directions)",126
706,"Lafeu",97
707,"King of France",87
708,"Lafeu",97
713,"(stage directions)",126
714,"King of France",87
715,"Helena",109
718,"King of France",87
719,"Helena",109
731,"King of France",87
742,"Helena",109
746,"King of France",87
874,"Clown",58
876,"Countess",87
751,"Helena",109
762,"King of France",87
765,"Helena",109
776,"King of France",87
778,"Helena",109
787,"King of France",87
789,"Helena",109
794,"King of France",87
806,"Helena",109
810,"King of France",87
811,"Helena",109
812,"King of France",87
877,"Clown",58
878,"Countess",87
2300,"Othello",274
813,"Helena",109
821,"King of France",87
831,"(stage directions)",126
834,"(stage directions)",126
835,"Countess",87
837,"Clown",58
839,"Countess",87
841,"Clown",58
848,"Countess",87
850,"Clown",58
853,"Countess",87
854,"Clown",58
861,"Countess",87
863,"Clown",58
865,"Countess",87
867,"Clown",58
871,"Countess",87
879,"Clown",58
881,"Clown",58
882,"Countess",87
886,"Clown",58
888,"Countess",87
890,"Clown",58
891,"Countess",87
895,"Clown",58
896,"Countess",87
897,"Clown",58
898,"Countess",87
899,"(stage directions)",126
902,"(stage directions)",126
903,"Lafeu",97
909,"Parolles",141
911,"Bertram",102
912,"Lafeu",97
913,"Parolles",141
914,"Lafeu",97
915,"Parolles",141
916,"Lafeu",97
917,"Parolles",141
918,"Lafeu",97
919,"Parolles",141
920,"Lafeu",97
921,"Parolles",141
922,"Lafeu",97
923,"Parolles",141
924,"Lafeu",97
925,"Parolles",141
927,"Lafeu",97
928,"Parolles",141
929,"Lafeu",97
931,"Parolles",141
934,"Lafeu",97
935,"Parolles",141
1311,"Bertram",102
936,"Lafeu",97
944,"Parolles",141
947,"Lafeu",97
950,"Parolles",141
951,"Lafeu",97
952,"King of France",87
964,"Helena",109
966,"Lafeu",97
969,"King of France",87
971,"Helena",109
973,"All",2
974,"Helena",109
981,"King of France",87
983,"Helena",109
986,"First Lord",48
987,"Helena",109
988,"Lafeu",97
990,"Helena",109
994,"Second Lord",57
995,"Helena",109
997,"Lafeu",97
2527,"Lafeu",97
1000,"Helena",109
1004,"Lafeu",97
1007,"Helena",109
1009,"Fourth Lord",1
1010,"Lafeu",97
1013,"Helena",109
1016,"King of France",87
1017,"Bertram",102
1020,"King of France",87
1022,"Bertram",102
1024,"King of France",87
1025,"Bertram",102
1030,"King of France",87
1058,"Bertram",102
1059,"King of France",87
1060,"Helena",109
1062,"King of France",87
1080,"Bertram",102
1087,"King of France",87
1091,"Bertram",102
1092,"King of France",87
1099,"(stage directions)",126
1100,"Lafeu",97
1101,"Parolles",141
1102,"Lafeu",97
1104,"Parolles",141
1105,"Lafeu",97
1106,"Parolles",141
1108,"Lafeu",97
1109,"Parolles",141
1110,"Lafeu",97
1112,"Parolles",141
1113,"Lafeu",97
1115,"Parolles",141
1116,"Lafeu",97
1124,"Parolles",141
1125,"Lafeu",97
1130,"Parolles",141
1131,"Lafeu",97
1132,"Parolles",141
1133,"Lafeu",97
1135,"Parolles",141
1738,"Mariana",5
1136,"Lafeu",97
1142,"Parolles",141
1143,"Lafeu",97
1146,"(stage directions)",126
1147,"Parolles",141
1154,"(stage directions)",126
1155,"Lafeu",97
1157,"Parolles",141
1160,"Lafeu",97
1161,"Parolles",141
1162,"Lafeu",97
1170,"Parolles",141
1171,"Lafeu",97
1177,"(stage directions)",126
1178,"Parolles",141
1180,"(stage directions)",126
1181,"Bertram",102
1182,"Parolles",141
1183,"Bertram",102
1185,"Parolles",141
1186,"Bertram",102
1188,"Parolles",141
1190,"Bertram",102
1739,"Widow",21
1192,"Parolles",141
1200,"Bertram",102
1207,"Parolles",141
1208,"Bertram",102
1211,"Parolles",141
1215,"(stage directions)",126
1218,"(stage directions)",126
1219,"Helena",109
1220,"Clown",58
1224,"Helena",109
1226,"Clown",58
1227,"Helena",109
1228,"Clown",58
1231,"(stage directions)",126
1232,"Parolles",141
1233,"Helena",109
1235,"Parolles",141
1237,"Clown",58
1239,"Parolles",141
1240,"Clown",58
1245,"Parolles",141
1246,"Clown",58
1249,"Parolles",141
1312,"Parolles",141
1740,"Mariana",5
1250,"Clown",58
1254,"Parolles",141
1264,"Helena",109
1265,"Parolles",141
1269,"Helena",109
1270,"Parolles",141
1272,"Helena",109
1273,"Parolles",141
1274,"Helena",109
1277,"(stage directions)",126
1280,"(stage directions)",126
1281,"Lafeu",97
1282,"Bertram",102
1283,"Lafeu",97
1284,"Bertram",102
1285,"Lafeu",97
1286,"Bertram",102
1288,"Lafeu",97
1293,"(stage directions)",126
1294,"Parolles",141
1295,"Lafeu",97
1296,"Parolles",141
1297,"Lafeu",97
1299,"Bertram",102
1300,"Parolles",141
1301,"Bertram",102
1302,"Parolles",141
1303,"Bertram",102
1307,"Lafeu",97
2301,"(stage directions)",126
1314,"Lafeu",97
1318,"Bertram",102
1319,"Lafeu",97
1327,"(stage directions)",126
1328,"Parolles",141
1329,"Bertram",102
1330,"Parolles",141
1331,"Bertram",102
1333,"(stage directions)",126
1334,"Helena",109
1338,"Bertram",102
1354,"Helena",109
1356,"Bertram",102
1357,"Helena",109
1361,"Bertram",102
1363,"Helena",109
1364,"Bertram",102
1365,"Helena",109
1369,"Bertram",102
1370,"Helena",109
1374,"Bertram",102
1375,"Helena",109
1500,"Countess",87
1501,"Helena",109
1376,"Bertram",102
1381,"Parolles",141
1382,"(stage directions)",126
1387,"Duke of Florence",6
1391,"First Lord",48
1394,"Duke of Florence",6
1397,"Second Lord",57
1405,"Duke of Florence",6
1406,"First Lord",48
1409,"Duke of Florence",6
1414,"(stage directions)",126
1417,"(stage directions)",126
1418,"Countess",87
1420,"Clown",58
1422,"Countess",87
1423,"Clown",58
1427,"Countess",87
1428,"(stage directions)",126
1429,"Clown",58
1434,"Countess",87
1435,"Clown",58
1436,"(stage directions)",126
1502,"First Gentleman",7
1741,"(stage directions)",126
1988,"Parolles",141
1989,"Second Lord",57
1990,"Parolles",141
1437,"Countess",87
1450,"(stage directions)",126
1451,"Clown",58
1453,"Countess",87
1454,"Clown",58
1457,"Countess",87
1458,"Clown",58
1463,"(stage directions)",126
1464,"(stage directions)",126
1465,"First Gentleman",7
1466,"Helena",109
1467,"Second Gentleman",5
1468,"Countess",87
1472,"Second Gentleman",5
1476,"Helena",109
1483,"Countess",87
1484,"First Gentleman",7
1486,"Countess",87
1491,"Second Gentleman",5
1492,"Countess",87
1493,"Second Gentleman",5
1496,"Countess",87
1497,"First Gentleman",7
1498,"Helena",109
1504,"Countess",87
1509,"First Gentleman",7
1511,"Countess",87
1512,"First Gentleman",7
1513,"Countess",87
1516,"First Gentleman",7
1519,"Countess",87
1524,"Second Gentleman",5
1526,"Countess",87
1528,"(stage directions)",126
1529,"Helena",109
1560,"(stage directions)",126
1565,"Duke of Florence",6
1568,"Bertram",102
1572,"Duke of Florence",6
1575,"Bertram",102
1579,"(stage directions)",126
1582,"(stage directions)",126
1583,"Countess",87
1661,"Diana",44
1662,"Widow",21
1667,"Helena",109
1669,"Widow",21
1670,"Helena",109
2955,"(stage directions)",126
1586,"Steward",6
1601,"Countess",87
1606,"Steward",6
1610,"Countess",87
1628,"(stage directions)",126
1633,"Widow",21
1635,"Diana",44
1636,"Widow",21
1642,"Mariana",5
1646,"Widow",21
1648,"Mariana",5
1671,"Widow",21
1679,"Helena",109
1680,"Widow",21
1681,"Helena",109
1682,"Widow",21
1683,"Helena",109
1684,"Widow",21
1686,"Helena",109
1687,"Diana",44
1688,"Helena",109
1690,"Diana",44
1694,"Helena",109
1695,"Diana",44
1697,"Helena",109
1698,"Diana",44
1699,"Helena",109
1705,"Diana",44
1708,"Widow",21
1711,"Helena",109
1714,"Widow",21
1719,"Mariana",5
1720,"Widow",21
1725,"Helena",109
1726,"Diana",44
1730,"Helena",109
1731,"Diana",44
1734,"Helena",109
1735,"Diana",44
1736,"Helena",109
1737,"Parolles",141
541,"Cleopatra",204
1742,"Widow",21
1746,"Helena",109
1752,"Both",2
1753,"(stage directions)",126
1756,"(stage directions)",126
1757,"Second Lord",57
1759,"First Lord",48
1761,"Second Lord",57
1762,"Bertram",102
1763,"Second Lord",57
1769,"First Lord",48
1772,"Bertram",102
1773,"First Lord",48
1775,"Second Lord",57
1787,"First Lord",48
1794,"(stage directions)",126
1795,"Second Lord",57
1798,"Bertram",102
1800,"First Lord",48
1980,"Parolles",141
1801,"Parolles",141
1804,"First Lord",48
1808,"Bertram",102
1811,"Parolles",141
1812,"Bertram",102
1813,"Parolles",141
1817,"Bertram",102
1826,"Parolles",141
1827,"Bertram",102
1828,"Parolles",141
1832,"Bertram",102
1833,"Parolles",141
1835,"Bertram",102
1837,"Parolles",141
1838,"(stage directions)",126
1839,"Second Lord",57
1844,"First Lord",48
1848,"Bertram",102
1850,"Second Lord",57
1982,"Second Lord",57
1983,"Parolles",141
1854,"First Lord",48
1859,"Second Lord",57
1860,"Bertram",102
1861,"Second Lord",57
1862,"(stage directions)",126
1863,"Bertram",102
1865,"First Lord",48
1866,"Bertram",102
1872,"First Lord",48
1873,"(stage directions)",126
1876,"(stage directions)",126
1877,"Helena",109
1880,"Widow",21
1884,"Helena",109
1890,"Widow",21
1893,"Helena",109
1908,"Widow",21
1910,"Helena",109
1985,"Second Lord",57
1986,"Parolles",141
1987,"Second Lord",57
941,"Speed",117
1917,"Widow",21
1925,"Helena",109
1931,"(stage directions)",126
1936,"Second Lord",57
1942,"First Soldier",37
1943,"Second Lord",57
1944,"First Soldier",37
1945,"Second Lord",57
1946,"First Soldier",37
1947,"Second Lord",57
1957,"(stage directions)",126
1958,"Parolles",141
1966,"Second Lord",57
1968,"Parolles",141
1978,"Second Lord",57
2915,"Bertram",102
1991,"Second Lord",57
1992,"Parolles",141
1994,"Second Lord",57
1995,"Parolles",141
1996,"(stage directions)",126
1997,"Second Lord",57
1998,"All",2
1999,"Parolles",141
2000,"(stage directions)",126
2001,"First Soldier",37
2002,"Parolles",141
2007,"First Soldier",37
2010,"Parolles",141
2011,"First Soldier",37
2012,"Second Lord",57
2013,"First Soldier",37
2017,"Parolles",141
2021,"First Soldier",37
2022,"Parolles",141
2023,"First Soldier",37
2025,"(stage directions)",126
2026,"Second Lord",57
2029,"Second Soldier",2
2030,"Second Lord",57
2032,"Second Soldier",2
2033,"Second Lord",57
2034,"(stage directions)",126
2037,"(stage directions)",126
2038,"Bertram",102
2039,"Diana",44
2040,"Bertram",102
2049,"Diana",44
2050,"Bertram",102
2982,"Diana",44
2051,"Diana",44
2054,"Bertram",102
2059,"Diana",44
2063,"Bertram",102
2064,"Diana",44
2075,"Bertram",102
2082,"Diana",44
2084,"Bertram",102
2086,"Diana",44
2087,"Bertram",102
2091,"Diana",44
2098,"Bertram",102
2101,"Diana",44
2113,"Bertram",102
2114,"(stage directions)",126
2394,"First Soldier",37
2526,"Clown",58
2115,"Diana",44
2125,"(stage directions)",126
2128,"(stage directions)",126
2129,"First Lord",48
2130,"Second Lord",57
2133,"First Lord",48
2135,"Second Lord",57
2139,"First Lord",48
2141,"Second Lord",57
2146,"First Lord",48
2148,"Second Lord",57
2153,"First Lord",48
2156,"Second Lord",57
2157,"First Lord",48
2161,"Second Lord",57
2163,"First Lord",48
2164,"Second Lord",57
2165,"First Lord",48
2166,"Second Lord",57
2168,"First Lord",48
2170,"Second Lord",57
125,"Alexas",15
2172,"First Lord",48
2179,"Second Lord",57
2180,"First Lord",48
2185,"Second Lord",57
2186,"First Lord",48
2188,"Second Lord",57
2189,"First Lord",48
2190,"Second Lord",57
2194,"First Lord",48
2200,"Servant",1
2204,"Second Lord",57
2206,"First Lord",48
2210,"Bertram",102
2218,"Second Lord",57
2221,"Bertram",102
2226,"Second Lord",57
2228,"Bertram",102
2230,"Second Lord",57
2237,"Bertram",102
2238,"Second Lord",57
2241,"(stage directions)",126
2242,"Bertram",102
2244,"First Lord",48
2245,"First Soldier",37
2247,"Parolles",141
2249,"First Soldier",37
2250,"First Lord",48
2251,"First Soldier",37
2253,"Parolles",141
2254,"First Soldier",37
2256,"Parolles",141
2260,"First Soldier",37
2261,"Parolles",141
2262,"Bertram",102
2263,"First Lord",48
2268,"Second Lord",57
2271,"First Soldier",37
2272,"Parolles",141
2274,"First Lord",48
2275,"Bertram",102
2277,"Parolles",141
2278,"First Soldier",37
2279,"Parolles",141
2281,"First Soldier",37
2521,"Clown",58
2283,"Parolles",141
2293,"Bertram",102
2294,"First Lord",48
2296,"First Soldier",37
2305,"Parolles",141
2307,"First Soldier",37
2308,"Parolles",141
2312,"Bertram",102
2314,"First Soldier",37
2315,"Parolles",141
2316,"First Lord",48
2318,"First Soldier",37
2319,"Parolles",141
2322,"First Soldier",37
2323,"Parolles",141
2326,"First Soldier",37
2327,"Parolles",141
2328,"Bertram",102
2329,"First Lord",48
2330,"First Soldier",37
2331,"Parolles",141
2336,"First Soldier",37
2523,"Lafeu",97
2337,"Parolles",141
2341,"Bertram",102
2342,"First Soldier",37
2352,"Bertram",102
2354,"Second Lord",57
2356,"Bertram",102
2358,"First Soldier",37
2360,"Parolles",141
2364,"First Soldier",37
2368,"Parolles",141
2380,"First Lord",48
2381,"Bertram",102
2383,"First Soldier",37
2384,"Parolles",141
2391,"First Lord",48
2393,"Bertram",102
2524,"Clown",58
2396,"Parolles",141
2400,"First Soldier",37
2401,"Second Lord",57
2402,"First Soldier",37
2403,"Parolles",141
2409,"First Soldier",37
2411,"Parolles",141
2412,"First Soldier",37
2413,"Parolles",141
2418,"First Soldier",37
2424,"Parolles",141
2425,"First Lord",48
2428,"Bertram",102
2429,"Second Lord",57
2430,"First Lord",48
2431,"Second Lord",57
2433,"First Lord",48
2437,"(stage directions)",126
2438,"First Soldier",37
2440,"Parolles",141
2441,"First Soldier",37
2445,"(stage directions)",126
2516,"Lafeu",97
2518,"Clown",58
2520,"Lafeu",97
2446,"Parolles",141
2457,"(stage directions)",126
2460,"(stage directions)",126
2461,"Helena",109
2475,"Widow",21
2478,"Helena",109
2491,"Diana",44
2494,"Helena",109
2501,"(stage directions)",126
2504,"(stage directions)",126
2505,"Lafeu",97
2511,"Countess",87
2528,"Clown",58
2529,"Lafeu",97
2530,"Clown",58
2531,"Lafeu",97
2532,"Clown",58
2534,"Lafeu",97
2535,"Clown",58
2537,"Lafeu",97
2538,"Clown",58
2540,"Lafeu",97
2543,"Clown",58
2552,"Lafeu",97
2556,"Clown",58
2558,"(stage directions)",126
2559,"Lafeu",97
2560,"Countess",87
2564,"Lafeu",97
2574,"Countess",87
2576,"Lafeu",97
2580,"Countess",87
317,"(stage directions)",126
2584,"Lafeu",97
2586,"Countess",87
2587,"Lafeu",97
2589,"(stage directions)",126
2590,"Clown",58
2595,"Lafeu",97
2597,"Clown",58
2598,"Lafeu",97
2600,"Clown",58
2603,"(stage directions)",126
2608,"Helena",109
2617,"Gentleman",9
2618,"Helena",109
2619,"Gentleman",9
2620,"Helena",109
2626,"Gentleman",9
2627,"Helena",109
2631,"Gentleman",9
2632,"Helena",109
2633,"Gentleman",9
2636,"Widow",21
2637,"Helena",109
2640,"Gentleman",9
2642,"Helena",109
2649,"Gentleman",9
2650,"Helena",109
2653,"(stage directions)",126
2656,"(stage directions)",126
2657,"Parolles",141
2663,"Clown",58
2667,"Parolles",141
2669,"Clown",58
2672,"Parolles",141
2673,"Clown",58
2685,"(stage directions)",126
2686,"Parolles",141
2688,"Lafeu",97
2695,"Parolles",141
2696,"Lafeu",97
2698,"Parolles",141
2699,"Lafeu",97
2701,"Parolles",141
2702,"Lafeu",97
2703,"Parolles",141
2705,"Lafeu",97
2713,"Parolles",141
2714,"(stage directions)",126
2719,"King of France",87
2723,"Countess",87
2728,"King of France",87
2732,"Lafeu",97
2741,"King of France",87
2750,"Gentleman",9
2751,"(stage directions)",126
2752,"King of France",87
2753,"Lafeu",97
2754,"King of France",87
2756,"(stage directions)",126
2757,"King of France",87
2762,"Bertram",102
2764,"King of France",87
2771,"Bertram",102
2984,"King of France",87
2783,"King of France",87
2799,"Countess",87
2801,"Lafeu",97
2811,"Bertram",102
2812,"King of France",87
2820,"Bertram",102
2823,"Countess",87
2826,"Lafeu",97
2827,"Bertram",102
2837,"King of France",87
2849,"Bertram",102
2985,"Diana",44
123,"Alexas",15
2850,"King of France",87
2863,"Bertram",102
2867,"(stage directions)",126
2868,"King of France",87
2869,"(stage directions)",126
2870,"Gentleman",9
2881,"King of France",87
2890,"Lafeu",97
2892,"King of France",87
2897,"Countess",87
2898,"(stage directions)",126
2899,"King of France",87
2904,"Diana",44
2908,"Widow",21
2911,"King of France",87
2912,"Bertram",102
2914,"Diana",44
2916,"Diana",44
2923,"Lafeu",97
2925,"Bertram",102
2929,"King of France",87
2932,"Diana",44
2935,"King of France",87
2936,"Bertram",102
2938,"Diana",44
2945,"Countess",87
2950,"King of France",87
2952,"Diana",44
2954,"Lafeu",97
2955,"King of France",87
2956,"(stage directions)",126
2957,"Bertram",102
2963,"King of France",87
2964,"Bertram",102
2974,"Diana",44
2980,"Bertram",102
2981,"King of France",87
124,"Charmian",63
2986,"King of France",87
2988,"Diana",44
2989,"(stage directions)",126
2990,"Bertram",102
2991,"King of France",87
2993,"Diana",44
2994,"King of France",87
2998,"Parolles",141
3001,"King of France",87
3002,"Parolles",141
3003,"King of France",87
3004,"Parolles",141
3005,"King of France",87
3006,"Parolles",141
3007,"King of France",87
3009,"Parolles",141
3010,"Lafeu",97
3011,"Diana",44
3012,"Parolles",141
3013,"King of France",87
3014,"Parolles",141
3023,"King of France",87
3027,"Diana",44
3028,"King of France",87
3029,"Diana",44
3030,"King of France",87
3031,"Diana",44
3032,"King of France",87
3033,"Diana",44
3034,"King of France",87
3036,"Diana",44
3037,"Lafeu",97
3039,"King of France",87
3040,"Diana",44
3041,"King of France",87
3045,"Diana",44
3046,"King of France",87
3047,"Diana",44
3048,"King of France",87
3049,"Diana",44
3050,"King of France",87
3051,"Diana",44
3056,"King of France",87
3057,"Diana",44
3068,"(stage directions)",126
3069,"King of France",87
3072,"Helena",109
3075,"Bertram",102
3076,"Helena",109
3082,"Bertram",102
3084,"Helena",109
3087,"Lafeu",97
3092,"King of France",87
122,"Charmian",63
3105,"King of France",87
3111,"(stage directions)",126
3,"(stage directions)",126
4,"Philo",2
20,"Cleopatra",204
21,"Antony",253
22,"Cleopatra",204
23,"Antony",253
24,"(stage directions)",126
25,"Attendant",2
26,"Antony",253
27,"Cleopatra",204
33,"Antony",253
34,"Cleopatra",204
42,"Antony",253
51,"Cleopatra",204
55,"Antony",253
60,"Cleopatra",204
61,"Antony",253
71,"Demetrius",2
72,"Philo",2
75,"Demetrius",2
79,"(stage directions)",126
82,"(stage directions)",126
